review,sentiment
Mantap mantap mantap,1
barang sesuai dan pengiriman cepat...,0
"Pengiriman, cepat, barang bagus dapat bonus pula",0
"Barang sesuai deskripsi, packaging barang rapi, kualitas barang bagus, seller kasih bonus kacafilm anti air buat spion",0
"pengiriman cepat, packing aman, barang sesuai deskripsi, dapat bonus stiker spion. mantap...",0
"recomended seller dan fast respon, kemasan rapi kuat dan bagus.. blum di coba
semoga bisa berfungsi dgn baik, trimakasih..
salam sehat dan sukses senantiasa",1
"Barang Ok, Proses Pengiriman Cepat, Hanya saja Pengiriman via PARTNER TOKPED sangat lama, butuh 4 hari (hanya di PARTNER)",0
"Sesuai order, cuman plat nomor mobil ga bisa keliatan jelas yah di rekaman, mending sekalian beli A800S kalo mau lebih jelas, semoga awet.",1
"GW PESEN KAMERA AMA SD CARD, YG DATANG CUMAN KAMERA….KRN INI TOKO OFFICIAL, GW LANGSUNG KLIK TERIMA BARANG….EH PAS GW BUKA TERNYATA CUMAN KAMERA DOANG…GW TANYA BAIK2, MAL... ",1
"barang sudah sampai sesuai pesanan
tp belum di pasang 
semoga bagus 
kalau ok pasti beli lg untuk mobil berikutnya
trima kasih",1
original,1
"Dashcam befungsi dengan baik, dan kualitas gambar oke di siang/malam. Sempat ada kendala untuk koneksi apps di Iphone yang masih OS 16.1.1 tidak mau connect, tapi setelah... ",1
"sangat puas dengan hasil rekaman yang sangat bagus untuk front & rear kameranya, untuk kit sesegera di ready in min. sama plastik buat nempelin dr kaca ke kamera liat... ",1
Second order,1
blm di coba tapi yakin ini bagus bgt..keren good job bos...,1
Terima kasih banyak barang pesanan telah diterima dgn baik dn tepat waktu. Sukses selalu ya… 👍,1
Berfungsi dengan baik sesuai deskripsi,0
thanks seller gercep tp maaf blom ada waktu buat test cameranya. moga lancar jaya,1
"sudah dicoba sebentar, kelihatannya berjalan normal, belum dipasang di mobil.",1
Mantap semoga awet,1
"Barang bagus dan kualitasnya mantap finishingnya, recomended..👍👍👍",1
"Pembelian ketiga, belum dicoba.. semoga gk ada masalah & lancar seperti sebelumnya..",1
"Layanan crpat, produknya bagus",1
Tolong info ya sd card nya bisa pake yg mana,0
"Udah di pasang, cakep bener ... bener2 bantu waktu nyetir mobil dan cara masangnya ikutin tutorial dari youtube aja juga setting nya gampang cuman ikut buku petunjuk aja.... ",1
"overall oke, malem atau siang gambar kamera depan jelas dan plat nomor pun bisa terlihat, kalau kamera belakang kurang jelas dimalam hari karena terkena lampu dari kendar... ",1
"bagus dan berfungsi, smg awet",1
"Pengiriman cepat, tgl 23 NOV pesan, tgl 25 NOV malam sudah tiba. Untuk pengetesan, sepertinya alat bekerja normal semua. Belum pemasangan ke mobil. Foto adalah tampilan i... ",0
Boleh juga.,1
"seller manyab, respon ok, pengiriman super cepat
belum dicoba, semoga sesuai ekspektasi, bismillah...",1
oke perekaman di malam harinua. dari check out sampe kurir pickup 2 hari,1
"Barang sesuai pesanan, Packing aman dengan bubblewrap. Dalam keadaan segel plastik. Semoga semua berfungsi dengan baik.",1
belum dibuka sih tapi ya mudah-mudahan semuanya aman dan awet,1
puas... berfungsi dengan baik.. pengiriman cepat.. dan packing nya rapi dn aman buble wraping nya tebal.. recomended seller. thanks,1
Barang sangat ok,1
"Produk lengkap, sesuai deskripsi, belum sempat dipasang, semoga berfungsi baik dan awet",1
Ok,1
"Barang utuh, packing OK, belum ditest",1
barang sampai dengan cepat tapi belum dibuka rencana rabu di buka sekalian pasang. akan di info lagi apakah memuaskan.,0
"Mantaaapp. Puas dengan kamera, hasil, dan app nya",1
"paket mendarat dengan aman, belum sempet dipasang semoga awet",1
"Hati² bila pesan bisa menjebak, karena penjual tidak menyebutkan detail isi paket yg dijual. ternyata yg diterima tidak ada parking survelience, spy diharapkan.
 Barang k... ",1
bagus 👍👍,0
"Barang berfungsi dengan baik, menunggu yg versi ada infrared, biar makin bagus",0
"bagus masih segel dan rapih, recommended 👍🏻👍🏻👍🏻",0
keren makasih banget,1
"paket completet,mudah penoprasiannya

Recomendet",1
Bagus sesuai iklan.,1
cepat  sampai...semoga mudah dalam pemasangannya...,1
"Kecewa, pas pre order beda sehari aja harga naik..Setelah selesai PO dan barang sudah sampai cek lapak harga sudah turun lg.. mana naiknya 100rb, lagi butuh cepet aja mak... ",0
barang diterima dgn aman,1
"Kualitas bagus, ongkos pasang di rekanan lumayan mahal ya, padahal sebenarnya ga susah masangnya.. Admin bilang rear camnya bisa dipake buat interior, ternyata ga bisa ka... ",1
mantap... berfungsi dengan baik.,1
"Pembelian kedua, sblmnya pake a800s. Seri ini juga udah cukup kok….",1
mantap sesuai deskripsi. belum sempat pasang.,1
"Sesuai deskripsi dan berfungsi dgn baik, proses dan oengiriman cpt, pesanan terpacking dgn aman sampai tujuan",1
"Pembelian ke-2 untuk mobil ke-2, cukup puas dengan kualitas 70mai. Produk tidak ada kendala, hanya saja di mobil ke-2 sudut kamera belakangnya agak kurang turun karena be... ",1
berfungsi dengan baik dan hasil cukup memuaskan untuk harga segini 👍🏻,1
"harga pas miring, sudah dipasang berfungsi dg baik",1
"mantap, barang asli & ada garansi jalan 1tahun setelah konfirmasi terima barang & ada emailnya jg, smoga awet pemakaian lebih dari bbrp tahun ke depan",1
"semoga  awet, sesuai deskripdi",1
"Barang sudah diterima sesuai gambar, tapi belum dipasang. 
Mudah2an bisa berfungsi sesuai expektasi.",1
"Pre-order agak lama, tapi saat barangnya tersedia, pengirimannya cukup cepat, kelengkapan paket pembelian tidak ada yang kurang, kamera depan, kamera belakang, kabel² dan... ",1
"kemasan rapih dan produk lengkap msh disegel, blm sempat kita test semoga barang berfungsi dengan baik, terimakasih",1
barang sesuai pesanan....belum dibuka dan cek,0
"Respons cepat, pengiriman mantap. semoga awet..",1
kualitas tdk perlu diragukan lagi,1
"Beli di tgl 7 Oct , baru sampe tgl 20. Di coba dengan banyak sekali jenis memory card dr speed yg sesuai saran mereka (100-120 mbs) sampai ke speed yang paling tinggi (17... ",1
barang berfungsi dg baik,1
"positive:
1. Produk pasti original
2. pengemasan aman dan rapih
3. semua lengkap
4. hasil front cam saat siang dan malam bagus dan jelas. *yg diupload di Tokped kena komp... ",0
barang sesuai.,1
"camera diterima dgn baik & lengkap.. 
sdh dipasang & bekerja baik recordnya per menit file harus microsd 128gb baru bisa.. sayangnya posisi gps tidak realtime lih... ",0
"paket datang dengan kondisi rapi, lumayan amat utk packingannya, alhamdulillah bisa masang sendiri.

review utk pemakain:
hari 1 : baru on 3menit, muncul notif please ins... ",1
"mantap... berfungsi dg baik, packing rapi, response cepat",1
"Fitur lumayan lengkap, kabel cukup panjang.
minusnya:
1) kadang overheat jadi mati sendiri terus kereset.
2) tidak bisa live view kamera belakang di aplikasi 70mai.",0
build qualitynya mantap 👍👍👍,1
Barang berfungsi baik buat teman teman yg butuh jasa pemasangan home service yang rapih dan aman instalasinya silahkan hubungi mas osin di OBI326gOg3g4,1
"ADAS, GPS dan speed tidak bekerja, minta ditukar berbelit-belit, padahal sudah minta video dimotor segala untuk membuktikan kalau masalah bukan di mobil saya. Menyesal be... ",0
"ok blm di coba
kabel lengkap semua",1
"Pengiriman express, packing ok, barang berfungsi dengan baik, pemasangan di tempat yang ditunjuk dengan biaya tambahan dan terpasang dengan baik",1
"barang sampai dengan cepat, produk bagus..mau fipasang tapi sdh kesoreaan semoga berfungsi baik",1
Okr..Terimakasih,1
"Udah ketiga kalinya beli Dash Cam di toko ini. 
So far selalu aman dan packing jg aman banget. 
Makasih Gan. Semoga awet.",1
"barang bagus,kualitas terjamin. hanya pengiriman Lion Parcel nya terlambat ( bukan salah seller ), komplain pun d layani dengan baik oleh seller",0
Barang hilang di pengiriman,0
"sudh dipasang dan diterima dgn baik , saran saya perhatikan colokan usb yg dipakai di mobil , jangan di slot quick charge  pakai yg slot usb normal saja .",1
seller respon barangnya mantabs dapet bonus juga ...,1
kualitas barang bagus. hasil video dan foto jernih. recomended,1
Bagus bagus,0
"Barang berfungsi dengan baik, hanya pengiriman saja yg agak lama kalau pakai kurir rekomendasi tokopedia, padahal kalau pakai yg biasa yg bebas ongkir lebih cepat datangn... ",0
Barang ok & berfungsi baik.Oh ya buat teman teman yg butuh jasa pemasangan yang rapih dan aman instalasinya silahkan hubungi mas osin di OBI326gOg3g4,1
Packing rapi dan pelayanan cepat,1
"kualitas mantap, bs diakses via 70mai apps via smartphone.",1
"Barang bagus, kamera depan ckup jernih.. untuk kamera belakang belum pasang semoga berfungsi dengan baik jg",1
barangnya bagus bgt. tapi tdk terlalu mudah dipasang... jd direkomendasikan minta alamat brlengkel rekanan,1
"Good quality, pengiriman cepat",1
"kiriman cepat, admin replsponsif, packaging rapi, tapi kabel utk kamera belakang kurang panjang utk dipasang di pajero",1
packingnya yahud.. berlapis lapis bublewrap nya. Responsif sellernya. Pengirimannya jg cepat. Recomended seller...,1
Barang sudah sampai.. cuman pengirimannya lumayan lama.. estimasi 2 hari jadi 7hari.,0
"BARANG SESUAI DAN BAGUS, REKOM",1
terima kasih.....semoga bermanfaat,1
"harga lagi OK, seller resposif, packing aman banget. Belum dicoba, semoga aman dan awet",1
"barang bagus, hanya saja electrostatic stikernya di kasi masing-masing 1 untuk depan dan belakang. 
padahal sy liat review yg lain dapet masing-masing 2",0
"Isi dalam box lengkap cm gk dapat plastik/stiker cadangan buat nempelkan camera, dan utk pengiriman juga lama.",0
Barang cepat sampai dan sesuai dgn pesanan,1
Produk original kualitas terbaik.,1
"Packing aman, bubble wrap tebal. Barang lengkap & segel. Kamera sudah dipasang dan berfungsi dengan baik. Kamera belakang belum dicoba. Semoga berfungsi. Thx 70mai",1
"good, tp varu kepasang kamerà depan, yg belakang bingung jalur nya",1
⚡️Proses cepat. 🚚 Pengiriman cepat. 📦 Packing baik. 👍 Kualitas OK.💲Harga OK. Terima kasih 🙏,1
mantap ini seller. terbaiklah,1
"barang bagus, sdh terpasang dan puas, cm ga tau cara test parking surveillance nya apakah berfungsi, sisanya aman! packing mewah, solid lah barang ni",0
bagus sesuai deskripsi,0
"Sudah dibuatin video unboxnya, kelengkapan sesuai, sudah ditest nyala, unit tidak ada masalah, tinggal dipasang saja",0
respon pengiriman cepat. barang sesuai deskripsi,0
Blom dipasang tp overall ok bgt sih. Recommended seller pokoknya,1
"belum di buka, semoga sesuai.
seller responsif.",1
Hasil sesuai dengan harga… nice lah pokok nya,1
"Paket aman sentosa, paking kuat. Kemasan masih segel. Top",1
"Barang diterima dengan baik dan berfungsi sesuai deskripsi. 
Pengiriman cepat.
Liat kondisi kayaknya ga sanggup pasang sendiri jadi pasang dibengkel rekannya 4 org yg ker... ",1
makasih ya om pesanan sudah sampai om,1
Produk original kualitas terbaik. Pas banget pas dipasang di mobil cocok. Berfungsi dengan baik.,1
Kualitas bagus cuma kelemahannya pada kamera saja jika dipakai lama terasa panas tetapi tidak sampai menurunkan kualitas video,1
"Belum dipasang, jadi blm tau. Uda cek di YouTube katanya ini yg LBH bagus, jd pilih ini",0
terima kasih.. semoga bermanfaat,1
bagus...,0
tinggal cari waktu luang utk dipasanagkan,0
Sangat puas dengan pelayanan tokonya...👍,1
Produk original kualitas terbaik Berfungsi dengan baik,1
"packing aman. coba dinyalaian, tp harus ada micro sdnya. semoga aman.",1
Kabel kamera blkg ga nyampe buat mobil fortuner. Video bisa di akses lwt app tapi SETIAP nyalain mobil hrs setting lg buat connect walaupun hp nya sama. Lumayan repot jg... ,0
"mantapp barang sampai dengan cepat dan aman, packing rapi semua lengkap sesuai deskripsi

barang mudah untuk diinstall gambar hasil video jyga jernih, mantapp 👍👍😋",1
"produk sampai tapi ketika dibuka packingnya terlihat dus penyok disudutnya, semoga aman setelah nanti dipasang",1
Barang sampai lengkap sesuai pesanan,1
"Penjual Gercep, Barang Ori.. sudah terpasang dengan kece di mobil dan berfungsi dengan baik 👍🏻",1
Produk original kualitas terbaik. Berfungsi dengan baik.,1
oke sekali,1
"Admin fast respon dan ramah.. diproses cepat jg.. pasang sndr aman berfungsi dgn baik dpn dan blkg.. kualitas gambar bagus, cukup lah... notes nya ya agak panas aja sih p... ",1
naice,1
"Mantap, sesuai pesanan, pengiriman cepat",1
"barang bagus, sesuai deskripsi. mantap",1
Mantap blm di coba tapi pasti fungsional the best 70mai kerennnnnn,1
"Produk sesuai pesanan. Pengiriman rapi dan aman: terimakasih seller, pokoknya original. Thanks",1
"video berfungsi, tapi kalo di dalam mobil susah dapet koordinat gps nya, sampe sekarang gak pernah bisa, kalo diluar mobil bisa dapet, tapi iki kan kamera untuk di dalam... ",1
"panjang ceritanya kalo diketik, pokoknya sangat layak dikasih bintang 1. terima kasih dan saya gak bakal beli produk merk ini lagi",1
Kualitas video recording bagus. dan gampang installnya jg. Thanks seller.,1
"kemasan super,segel mantul,keunggulan cakep,rekomend...sudah test nyala cuman belum di pasang hasil vidio bagus jernih dan cakep kayak penjualnya",1
"Kalau siang bagus, tp kalau utk malam hari ternyata masih gelap. Kebetulan saya juga punya yang A800S, kalah jauh terang kalau dibandingin sama A800S.",0
"70mai Dash Cam A500s Pro Plus
+ Kamera depannya hasilnya tajem banget walau diset resolusi terendah 1080p,Udah include GPS jadi ga perlu nambah modul,ADAS Bekerja dengan... ",1
"kemasan rapi 
pengiriman cepat
kualitas bagus",0
Mantabb dash cam nya dan pemasangan mudah,1
"pengiriman cepat, seller responsif, packing aman, barang masih segel.",0
Semoga awet dan pemasangan mudah..thanks 70mai…,1
"resolusi camera bagus, terimakasih sdh dibantu pengiriman gosend di hari sabtu",1
"barang sesuai deskripsi, instalasi mudah, pengiriman cepat, terima kasih.",1
barang mantep sudah terpasang di tempat saya,1
Sudah cek fungsi tp belum dipasang semoga ga ada kendala pada saat pemasangan.,0
"produk mantap, pengiriman cepat, seller ramah",1
bagus. pengiriman cepat. belum sempat pasang,0
Produk original kualitas terbaik Berfungsi dengan baik Pas banget pas dipasang di mobil cocok,1
Sesuai deskripsi. Proses cepat. Berfungsi,1
"paket sampai, paking aman barang dlm kondisi masih tersegel, belm di pasang semoga bekerja sewajarnya dan awet",1
"Barang bagus berkualitas, kasil rekaman gambar jelas.",1
"Kualitas gambar bagus,barsng original dr 70mai,blm dicoba dipasang di mobil dan dalam keadaan malam,overall worth every penny",1
Dashcam 70mai sudah sampai sesuai judul dan isinya.paking aman berlapis2.tinggal di aplikasikan semoga berfungsi dgn baik. thank seller n toped,1
Produk original kualitas terbaik,1
"Barang bagus. Sesuai deskripsi.
Seller sangat komunikatif, cepat tanggap.
Saat pertama test sempat error, kontak seller ditanggapi cepat
Ternyata masalah ada di microSD k... ",0
cepat panas,1
"packing segel, belum di buka, belom di cobain. di pakein bubblewarp tebel sama seller jd aman. thx",1
"barang bagus ,sesuai harapan, gambar jernih jelas detail bagus , semoga awet 
terima kasih",1
"nahhhh ini juga, barangnya sampai lumayan cepat.... kerenn.... yg lebih keren lagi packing nya super duper aman barang sampai tanpa cacat.... kalo kualitas product ga usa... ",0
mantaap barang oke,1
"Berfungsi dengan baik semua fitur nya
Mantap",1
"bagus, berfungsi dgn baik, kelemahannya ada juga",0
Blm dicoba mudah2an ok,1
"barang datang tanpa lecet, semoga pas dicoba berfungsi dengan baik",1
Pas banget pas dipasang di mobil dan Berfungsi dengan baik,1
Mantap.. Barang bagus. Belum dipasang tapi.,1
"Mantap pengiriman cepat. Barang mudah2an awet. Baru tahu musti ad micro sd. Setelah colok micro sd , berjalan lancar",1
ADASnya gagal terus dikalibrasi. mungkin karna jalan disini naik turun,0
"kualitas jernih, walaupun pemasangan yang kamera belakang agak sulit utk brio rs 2022 (facelift 2018). kamera belakang jg gak bisa nekuk terlalu ke bawah, jadi sebaiknya... ",1
"barang sdh diterima dan lengkap semua tp blm dipasang, bengkel rekanan yg saya hubungi nggak ada yg jawab telpon dr saya. mudah2an bisa segera terpasang dan tau hasilnya... ",0
"sesuai dengan deskripsi, pengiriman tepat waktu, sesuai dengan harga kualitasnya cukup baik dan harganya cukup reasonable, recommended seller mudah mudahan bisa terus mem... ",1
"Delivery nya cepat , packing nya bagus",0
Barang sesuai dengan gambar pengiriman juga cepat,0
"barang sudah terpasang sangat bagus
pengiriman cepat .kurirnya ramah.",0
"Peking bagus, barang bagus 👍mantap 👍",0
"barang berfungsi baik, camera depan dan belakang, pasang sendiri 2 jam selesai",1
pesan yg kedua kali dan puas,1
